index,0,1,2
26457,0.1028747871518135,0.1676268309354782,0.7294983983039856
26458,0.12009911984205246,0.17676921784877778,0.7031316518783569
26459,0.11961512714624405,0.18844650089740753,0.6919383764266968
26460,0.10582891553640365,0.1665933221578598,0.7275777816772461
26461,0.13524651378393174,0.209720578789711,0.6550329089164734
26462,0.1372445598244667,0.23332740664482116,0.6294280529022217
26463,0.3353086203336716,0.6598631143569946,0.004828280676156283
26464,0.12078110128641129,0.20607800483703614,0.6731409072875977
26465,0.10115935951471329,0.18267499506473542,0.7161656737327575
26466,0.1419437661767006,0.21523667871952057,0.6428195595741272
26467,0.09728128463029861,0.18774894177913665,0.7149697661399841
26468,0.12334727048873902,0.18276579976081847,0.6938869237899781
26469,0.1292977437376976,0.17644692957401276,0.6942553162574768
26470,0.09572706669569016,0.175125190615654,0.729147732257843
26471,0.10548927783966064,0.17411727607250213,0.720393431186676
26472,0.12749615609645842,0.2268200010061264,0.6456838250160217
26473,0.0975623145699501,0.19499685764312744,0.7074408292770386
26474,0.23728923499584198,0.7598899245262146,0.002820827392861247
26475,0.18211578130722045,0.18891673386096955,0.6289674758911132
26476,0.07687335759401322,0.24973924458026886,0.6733873963356019
26477,0.13733805418014527,0.2178008437156677,0.6448610901832581
26478,0.1615023970603943,0.16690118610858917,0.6715963840484619
26479,0.09290388971567154,0.1914884328842163,0.7156077027320862
26480,0.11152705699205398,0.1566428691148758,0.7318300724029541
26481,0.12731795012950897,0.1894104450941086,0.683271610736847
26482,0.1352094441652298,0.1846775680780411,0.6801129817962647
26483,0.12437258511781693,0.1967214286327362,0.678905975818634
26484,0.13792691230773926,0.34169248342514036,0.5203806161880493
26485,0.1129516527056694,0.16858375072479248,0.7184646010398865
26486,0.12831956893205643,0.20944394767284394,0.6622364759445191
26487,0.13379313051700592,0.1615581452846527,0.704648745059967
26488,0.16029554903507232,0.8089211821556092,0.030783267319202424
26489,0.11680546253919602,0.22502675354480745,0.6581677913665771
26490,0.10918229073286057,0.20890238583087922,0.6819153308868409
26491,0.110212042927742,0.172356116771698,0.7174318552017211
26492,0.12213951200246811,0.15262503027915955,0.7252354741096496
26493,0.214993354678154,0.7820833921432495,0.0029232373461127283
26494,0.11680741012096404,0.19546861648559571,0.687723982334137
26495,0.14164279401302338,0.17441869974136354,0.6839385151863098
26496,0.1408914476633072,0.28630571365356444,0.5728028297424317
26497,0.10980217754840851,0.17683745920658112,0.7133603572845459
26498,0.13136996030807496,0.2755599141120911,0.593070137500763
26499,0.09812759310007095,0.17592121958732604,0.7259512066841125
26500,0.13917704969644545,0.17686921656131743,0.6839537262916565
26501,0.12127182632684708,0.16905174851417543,0.7096764206886291
26502,0.11630510836839676,0.1737888514995575,0.7099060535430908
26503,0.13514248579740523,0.19821811020374297,0.6666393756866456
26504,0.13453332781791688,0.17983833849430084,0.685628342628479
26505,0.1007637545466423,0.14890115559101105,0.7503350973129272
26506,0.1740504950284958,0.7941889047622681,0.03176059834659099
26507,0.21688442230224608,0.7797439455986023,0.003371644439175725
26508,0.13192341923713685,0.18355622589588166,0.6845203518867493
26509,0.11435403376817703,0.20110674798488617,0.6845392107963562
26510,0.08833083659410476,0.19141085743904113,0.7202583074569702
26511,0.12261964231729508,0.16938634514808654,0.7079940438270569
26512,0.11874628961086273,0.21488282680511475,0.6663708925247193
26513,0.10550465285778046,0.20055248737335205,0.6939428687095642
26514,0.11023416370153427,0.17479751706123353,0.7149682998657226
26515,0.11298763155937194,0.1796100080013275,0.7074023723602295
26516,0.11776999831199646,0.22978488504886627,0.652445113658905
26517,0.22321313619613647,0.7735764861106873,0.003210386959835887
26518,0.11501575112342835,0.17799225747585296,0.7069919824600219
26519,0.10685379952192306,0.18684544563293456,0.7063007712364197
26520,0.09977972656488418,0.24092625379562377,0.6592940330505371
26521,0.1337859272956848,0.18798236250877381,0.678231704235077
26522,0.12376641482114792,0.25517527759075165,0.6210582971572876
26523,0.10997858196496964,0.1924164265394211,0.6976049661636352
26524,0.11421189904212951,0.2650189995765686,0.6207690954208374
26525,0.11618601083755493,0.194163715839386,0.6896502733230591
26526,0.1099888563156128,0.17781611680984497,0.7121950387954712
26527,0.08563819229602813,0.16518498659133912,0.7491768360137939
26528,0.17044719457626342,0.8103641629219055,0.019188640266656877
26529,0.09617823660373688,0.1259971097111702,0.7778246402740479
26530,0.10081949383020401,0.19342617988586425,0.7057543516159057
26531,0.11846635937690735,0.17288175523281096,0.7086518764495849
26532,0.10502499490976333,0.17088470757007598,0.724090301990509
26533,0.10230228751897812,0.21945992410182952,0.678237783908844
26534,0.09407130777835845,0.19337575435638427,0.7125529527664185
26535,0.14057087898254395,0.18136652708053588,0.6780625939369201
26536,0.10406018942594528,0.24700719118118286,0.6489326119422912
26537,0.11173466742038726,0.16900241374969482,0.7192629218101502
26538,0.09437691420316696,0.22267459630966185,0.6829485058784485
26539,0.115864697098732,0.20574214160442353,0.6783931612968445
26540,0.11458694338798522,0.3495506465435028,0.5358623802661896
26541,0.09764784872531891,0.17702415585517883,0.72532799243927
26542,0.11312707513570786,0.21418512761592864,0.6726878166198731
26543,0.13816797733306885,0.2067191034555435,0.6551129341125488
26544,0.11392590552568435,0.1839604675769806,0.7021136403083801
26545,0.13365997970104218,0.15822685956954957,0.708113169670105
26546,0.1029115840792656,0.21153430938720702,0.6855540990829467
26547,0.10829855352640153,0.160710147023201,0.7309912800788879
26548,0.14130039215087892,0.1663643479347229,0.6923352479934692
26549,0.23511109352111817,0.7602238893508911,0.004665028629824519
26550,0.1004622608423233,0.22173101603984832,0.6778067231178284
26551,0.1245912492275238,0.1821007251739502,0.6933079838752747
26552,0.08878895938396454,0.21276776492595673,0.6984432816505433
26553,0.1410849630832672,0.18781656622886658,0.6710984587669373
26554,0.11564952433109284,0.3805630743503571,0.5037873983383179
26555,0.11861462742090226,0.2722130656242371,0.6091722965240478
26556,0.10521714389324188,0.19192854464054107,0.7028542995452881
26557,0.13881393671035766,0.19527068138122558,0.6659153699874878
26558,0.08541376739740372,0.19628309905529023,0.71830313205719
26559,0.10426245033740997,0.1799844354391098,0.7157531380653381
26560,0.1278248116374016,0.18696866631507875,0.6852065086364746
26561,0.09647213220596314,0.2283622980117798,0.6751655459403991
26562,0.1273593321442604,0.17564564645290376,0.6969950318336486
26563,0.10238589495420455,0.15582950711250304,0.7417846202850342
26564,0.10291475653648377,0.20128373503685,0.6958015084266662
26565,0.11189133077859878,0.21099191009998322,0.6771167755126953
26566,0.10719442665576935,0.17340457439422607,0.7194009780883789
26567,0.1006458580493927,0.19030103385448455,0.7090530872344971
26568,0.213897642493248,0.7818135857582093,0.004288796940818429
26569,0.09717688262462616,0.24732046723365783,0.6555026412010193
26570,0.13450271040201187,0.19323996007442473,0.6722573161125183
26571,0.1257230296730995,0.1587449073791504,0.7155320644378662
26572,0.15008594393730162,0.23296558260917663,0.6169484853744507
26573,0.1177015021443367,0.17635107636451722,0.7059474110603332
26574,0.12963494211435317,0.15734499990940093,0.7130200624465942
26575,0.12752136886119841,0.1700679063796997,0.7024107336997986
26576,0.10593649297952652,0.18441825211048127,0.7096452593803406
26577,0.10301873832941055,0.15355510115623475,0.7434261918067933
26578,0.11937869638204575,0.38514918088912964,0.4954721212387085
26579,0.33150455355644226,0.6651535868644715,0.0033418827690184115
26580,0.11014973968267441,0.19763389229774475,0.6922163724899292
26581,0.11029831767082214,0.1968521624803543,0.6928495407104492
26582,0.11208754926919937,0.1929164260625839,0.6949960112571716
26583,0.09480760246515274,0.18313036262989044,0.7220620393753052
26584,0.10209321677684784,0.18794714212417601,0.7099596261978149
26585,0.126849864423275,0.20009425282478333,0.673055899143219
26586,0.13612168580293654,0.17085382342338562,0.693024480342865
26587,0.16387379616498948,0.36146971583366394,0.4746565043926239
26588,0.10838338285684586,0.16656386554241182,0.7250527501106262
26589,0.10109218209981918,0.18255825340747833,0.7163495659828186
26590,0.10250692814588547,0.22041673958301544,0.6770763278007508
26591,0.19048362970352173,0.803251051902771,0.0062653073109686375
26592,0.11464025378227234,0.2231529712677002,0.6622067928314209
26593,0.12624731808900833,0.18171496391296388,0.6920377373695373
26594,0.08666061460971833,0.21930074989795684,0.6940386414527893
26595,0.12602426260709762,0.17623718082904816,0.6977385520935059
26596,0.10112970769405365,0.1908646732568741,0.7080056071281433
